Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Mon chien Stupide - John Fante.epub;Fante, John;Mon chien Stupide;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mon chien Stupide;Fante, John
Maîtresse de Brecht, La - Amette.epub;Amette;Maîtresse de Brecht, La;50;PROBABLE;R3: Auteur se termine par article défini;Maîtresse de Brecht, La;Amette
Ensemble, c'est tout - Anna Gavalda.epub;Gavalda, Anna;Ensemble, c'est tout;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ensemble, c'est tout;Gavalda, Anna
Ostwald - Thomas Flahaut.epub;Flahaut, Thomas;Ostwald;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ostwald;Flahaut, Thomas
Dérive sanglante - William G Tapply.epub;Tapply, William G;Dérive sanglante;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dérive sanglante;Tapply, William G
Sukkwan Island - David Vann.epub;Vann, David;Sukkwan Island;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sukkwan Island;Vann, David
Cœur Croisé - Pilar Pujadas.epub;Pujadas, Pilar;Cœur Croisé;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cœur Croisé;Pujadas, Pilar
Deadline - Lisa Marklund.epub;Marklund, Lisa;Deadline;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Deadline;Marklund, Lisa
Autour de la Lune - Jules Verne.epub;Verne, Jules;Autour de la Lune;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Autour de la Lune;Verne, Jules
Frantumaglia - Elena Ferrante.epub;Ferrante, Elena;Frantumaglia;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Frantumaglia;Ferrante, Elena
Testament Phonographe - Léo Ferré.epub;Ferré, Léo;Testament Phonographe;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Testament Phonographe;Ferré, Léo
Puissance de la parole - Edgar Allan Poe.epub;Poe, Edgar Allan;Puissance de la parole;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Puissance de la parole;Poe, Edgar Allan
Faux-semblants - Jeff Abbott.epub;Abbott, Jeff;Faux-semblants;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Faux-semblants;Abbott, Jeff
Banquet, Le - Platon.epub;Platon;Banquet, Le;50;PROBABLE;R3: Auteur se termine par article défini;Banquet, Le;Platon
CYBORG - Martin Caidin.epub;Caidin, Martin;CYBORG;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;CYBORG;Caidin, Martin
Douze - Jasper Kent.epub;Kent, Jasper;Douze;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Douze;Kent, Jasper
Fortunio - Théophile Gautier.epub;Gautier, Théophile;Fortunio;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fortunio;Gautier, Théophile
Panoramiques - Jean-Christophe Bailly.epub;Bailly, Jean-Christophe;Panoramiques;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Panoramiques;Bailly, Jean-Christophe
Futur intérieur - Christopher Priest.epub;Priest, Christopher;Futur intérieur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Futur intérieur;Priest, Christopher
Psychologie du sport - Didier Delignieres.epub;Delignieres, Didier;Psychologie du sport;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Psychologie du sport;Delignieres, Didier
Ceux d'ici - Jonathan Dee.epub;Dee, Jonathan;Ceux d'ici;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ceux d'ici;Dee, Jonathan
Poèmes saturniens - Paul Verlaine.epub;Verlaine, Paul;Poèmes saturniens;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Poèmes saturniens;Verlaine, Paul
Dernière Danse De Charlot - Fabio Stassi, La - Biographies.epub;Biographies;Fabio Stassi, La;50;PROBABLE;R3: Auteur se termine par article défini;Fabio Stassi, La;Biographies
Rue Barbare - David Goodis.epub;Goodis, David;Rue Barbare;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rue Barbare;Goodis, David
Poupée volée - FERRANTE Elena.epub;Elena, FERRANTE;Poupée volée;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Poupée volée;Elena, FERRANTE
Événement à Jérusalem, Un - Edgar Allan Poe.epub;Poe, Edgar Allan;Événement à Jérusalem, Un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Événement à Jérusalem, Un;Poe, Edgar Allan
Impardonnables - Philippe Djian.epub;Djian, Philippe;Impardonnables;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Impardonnables;Djian, Philippe
Grande dérive, La - Peter Randa.epub;Peter Randa;Grande dérive, La;50;PROBABLE;R3: Auteur se termine par article défini;Grande dérive, La;Peter Randa
Sortie parc, gare d'Ueno - Yu Miri.epub;Miri, Yu;Sortie parc, gare d'Ueno;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sortie parc, gare d'Ueno;Miri, Yu
Louve - Tome II - Valentine de Rohan, La - Paul Féval (père).epub;(père), Paul Féval;Valentine de Rohan, La;50;PROBABLE;R3: Auteur se termine par article défini;Valentine de Rohan, La;(père), Paul Féval
Cousin Pons, Le - Honoré de Balzac.epub;de Balzac, Honoré;Cousin Pons, Le;50;PROBABLE;R3: Auteur se termine par article défini;Cousin Pons, Le;de Balzac, Honoré
Exilés dans la forêt, Les - Thomas (Capitaine) Mayne-Reid.epub;Mayne-Reid, Thomas (Capitaine);Exilés dans la forêt, Les;50;PROBABLE;R3: Auteur se termine par article défini;Exilés dans la forêt, Les;Mayne-Reid, Thomas (Capitaine)
Géographie de l’instant - Sylvain Tesson.epub;Tesson, Sylvain;Géographie de l’instant;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Géographie de l’instant;Tesson, Sylvain
Intermezzo - Jean Giraudoux.epub;Giraudoux, Jean;Intermezzo;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Intermezzo;Giraudoux, Jean
Football factory - John King.epub;King, John;Football factory;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Football factory;King, John
Penser, Classer - Georges Perec.epub;Perec, Georges;Penser, Classer;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Penser, Classer;Perec, Georges
Jeux de massacre - Eugène Ionesco.epub;Ionesco, Eugène;Jeux de massacre;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Jeux de massacre;Ionesco, Eugène
étincelle, L' - Reysset,Karine.epub;étincelle, L';Reysset,Karine;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Reysset,Karine;étincelle, L'
L’échelle de Jacob - Ludmila Oulitskaïa.epub;Oulitskaïa, Ludmila;L’échelle de Jacob;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;L’échelle de Jacob;Oulitskaïa, Ludmila
Bons Baisers Du Tueur - James Patterson.epub;Patterson, James;Bons Baisers Du Tueur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bons Baisers Du Tueur;Patterson, James
Lettre à la jeunesse - Émile Zola.epub;Zola, Émile;Lettre à la jeunesse;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Lettre à la jeunesse;Zola, Émile
Par la fenêtre - Julian Barnes.epub;Barnes, Julian;Par la fenêtre;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Par la fenêtre;Barnes, Julian
Judith Renaudin - Pierre Loti.epub;Loti, Pierre;Judith Renaudin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Judith Renaudin;Loti, Pierre
Victimes du devoir - Eugène Ionesco.epub;Ionesco, Eugène;Victimes du devoir;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Victimes du devoir;Ionesco, Eugène
Laura Brams - Patrick Cauvin.epub;Cauvin, Patrick;Laura Brams;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Laura Brams;Cauvin, Patrick
Goat Mountain - David Vann.epub;Vann, David;Goat Mountain;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Goat Mountain;Vann, David
Casco bay - William G Tapply.epub;Tapply, William G;Casco bay;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Casco bay;Tapply, William G
Bellefleur - Joyce Carol Oates.epub;Oates, Joyce Carol;Bellefleur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bellefleur;Oates, Joyce Carol
assassinat de Marilyn Monroe - Margolis, Jay, L' - Biographies.epub;Biographies;Margolis, Jay, L';50;PROBABLE;R3: Auteur se termine par article défini;Margolis, Jay, L';Biographies
Images de chair - Noël Simsolo.epub;Simsolo, Noël;Images de chair;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Images de chair;Simsolo, Noël
Zona frigida - Anne B. Ragde.epub;Ragde, Anne B.;Zona frigida;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Zona frigida;Ragde, Anne B.
Copycat - James Patterson.epub;Patterson, James;Copycat;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Copycat;Patterson, James
Je cherchais une rue - Charles Willeford.epub;Willeford, Charles;Je cherchais une rue;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Je cherchais une rue;Willeford, Charles
Fairy Tale - Zimmer Hélène.epub;Hélène, Zimmer;Fairy Tale;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fairy Tale;Hélène, Zimmer
Intrusion - Kirino Natsuo.epub;Natsuo, Kirino;Intrusion;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Intrusion;Natsuo, Kirino
Rêves, Les - Tchekhov.epub;Tchekhov;Rêves, Les;50;PROBABLE;R3: Auteur se termine par article défini;Rêves, Les;Tchekhov
Quattrocento - Stephen Greenblatt.epub;Greenblatt, Stephen;Quattrocento;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Quattrocento;Greenblatt, Stephen
Rhinocéros - Eugène Ionesco.epub;Ionesco, Eugène;Rhinocéros;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rhinocéros;Ionesco, Eugène
Au bout des doigts - Gabriel Katz.epub;Katz, Gabriel;Au bout des doigts;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Au bout des doigts;Katz, Gabriel
Cet instant-là - Douglas Kennedy.epub;Kennedy, Douglas;Cet instant-là;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cet instant-là;Kennedy, Douglas
Samedi - Ian Mcewan.epub;Mcewan, Ian;Samedi;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Samedi;Mcewan, Ian
Dame aux Camélias, La - Alexandre Dumas (fils).epub;Alexandre Dumas (fils);Dame aux Camélias, La;50;PROBABLE;R3: Auteur se termine par article défini;Dame aux Camélias, La;Alexandre Dumas (fils)
Octobre à Décembre - Haruki Murakami.epub;Murakami, Haruki;Octobre à Décembre;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Octobre à Décembre;Murakami, Haruki
Tonbo - Aki Shimazaki.epub;Shimazaki, Aki;Tonbo;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tonbo;Shimazaki, Aki
Grenadière, La - Honoré de Balzac.epub;de Balzac, Honoré;Grenadière, La;50;PROBABLE;R3: Auteur se termine par article défini;Grenadière, La;de Balzac, Honoré
Rêves de Russie - Yasushi Inoué.epub;Inoué, Yasushi;Rêves de Russie;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rêves de Russie;Inoué, Yasushi
Dora Bruder - Patrick Modiano.epub;Modiano, Patrick;Dora Bruder;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dora Bruder;Modiano, Patrick
Chansons pour elle - Paul Verlaine.epub;Verlaine, Paul;Chansons pour elle;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Chansons pour elle;Verlaine, Paul
Crocodile, Le - Dostoievski.epub;Dostoievski;Crocodile, Le;50;PROBABLE;R3: Auteur se termine par article défini;Crocodile, Le;Dostoievski
Tara Kane - George Markstein.epub;Markstein, George;Tara Kane;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tara Kane;Markstein, George
Naufrages - Akira Yoshimura.epub;Yoshimura, Akira;Naufrages;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Naufrages;Yoshimura, Akira
Croquis Montagnards - T. Combe.epub;Combe, T.;Croquis Montagnards;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Croquis Montagnards;Combe, T.
Reconnaissance - Pierre Péju.epub;Péju, Pierre;Reconnaissance;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Reconnaissance;Péju, Pierre
Rafales d'automne - Sôseki Natsumé.epub;Natsumé, Sôseki;Rafales d'automne;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rafales d'automne;Natsumé, Sôseki
Etoile distante - Roberto Bolaño.epub;Bolaño, Roberto;Etoile distante;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Etoile distante;Bolaño, Roberto
Germinal - Émile Zola.epub;Zola, Émile;Germinal;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Germinal;Zola, Émile
Davidée Birot - René Bazin.epub;Bazin, René;Davidée Birot;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Davidée Birot;Bazin, René
Exercices de style - Raymond Queneau.epub;Queneau, Raymond;Exercices de style;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Exercices de style;Queneau, Raymond
En attendant le soleil - Hitonari Tsuji.epub;Tsuji, Hitonari;En attendant le soleil;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;En attendant le soleil;Tsuji, Hitonari
Siefried et le Limousin - Jean Giraudoux.epub;Giraudoux, Jean;Siefried et le Limousin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Siefried et le Limousin;Giraudoux, Jean
Trop de bonheur - Alice Munro.epub;Munro, Alice;Trop de bonheur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Trop de bonheur;Munro, Alice
JOUEUR D’ÉCHECS, LE - Stefan Zweig.epub;Zweig, Stefan;JOUEUR D’ÉCHECS, LE;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;JOUEUR D’ÉCHECS, LE;Zweig, Stefan
Refuges - Leon Paul Fargue.epub;Fargue, Leon Paul;Refuges;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Refuges;Fargue, Leon Paul
BAHIL - Raymond George.epub;George, Raymond;BAHIL;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;BAHIL;George, Raymond
Guêpe - Eric Frank Russell.epub;Russell, Eric Frank;Guêpe;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Guêpe;Russell, Eric Frank
1Q84 (Livre 2 - Juillet-septembre) - Haruki Murakami.epub;Murakami, Haruki;Juillet-septembre);50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Juillet-septembre);Murakami, Haruki
Cinq questions de morale - Umberto Eco.epub;Eco, Umberto;Cinq questions de morale;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cinq questions de morale;Eco, Umberto
Fin de Chéri, La - Colette.epub;Colette;Fin de Chéri, La;50;PROBABLE;R3: Auteur se termine par article défini;Fin de Chéri, La;Colette
Instantanés d'Ambre - Yôko Ogawa.epub;Ogawa, Yôko;Instantanés d'Ambre;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Instantanés d'Ambre;Ogawa, Yôko
Wild - Cheryl Strayed.epub;Strayed, Cheryl;Wild;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Wild;Strayed, Cheryl
Sphère - Michael Crichton.epub;Crichton, Michael;Sphère;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sphère;Crichton, Michael
Vengeance du pardon, La - Schmitt Eric-Emmanuel.epub;Eric-Emmanuel, Schmitt;Vengeance du pardon, La;50;PROBABLE;R3: Auteur se termine par article défini;Vengeance du pardon, La;Eric-Emmanuel, Schmitt
Ingénue lobertine, L' - Colette.epub;Colette;Ingénue lobertine, L';50;PROBABLE;R3: Auteur se termine par article défini;Ingénue lobertine, L';Colette
Exercices en Java - Claude Delannoy.epub;Delannoy, Claude;Exercices en Java;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Exercices en Java;Delannoy, Claude
L’ombre du mancenillier - Charles Barbara.epub;Barbara, Charles;L’ombre du mancenillier;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;L’ombre du mancenillier;Barbara, Charles
Je voudrais pas crever - Boris Vian.epub;Vian, Boris;Je voudrais pas crever;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Je voudrais pas crever;Vian, Boris
Seigneur de lumière - Roger Zelazny.epub;Zelazny, Roger;Seigneur de lumière;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Seigneur de lumière;Zelazny, Roger
Nulle autre voix - Maïssa Bey.epub;Bey, Maïssa;Nulle autre voix;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Nulle autre voix;Bey, Maïssa
Matteo a perdu son emploi - M. Tavares Goncalo.epub;Goncalo, M. Tavares;Matteo a perdu son emploi;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Matteo a perdu son emploi;Goncalo, M. Tavares
Manifestation de notre désintérêt - Jean Rouaud.epub;Rouaud, Jean;Manifestation de notre désintérêt;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Manifestation de notre désintérêt;Rouaud, Jean
Dernière escale - James Patterson.epub;Patterson, James;Dernière escale;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dernière escale;Patterson, James
Gamines - Sylvie Testud.epub;Testud, Sylvie;Gamines;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Gamines;Testud, Sylvie
Gilead - Marilynne Robinson.epub;Robinson, Marilynne;Gilead;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Gilead;Robinson, Marilynne
Pnine - Vladimir Nabokov.epub;Nabokov, Vladimir;Pnine;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pnine;Nabokov, Vladimir
Rouge dans la brume - Gérard Mordillat.epub;Mordillat, Gérard;Rouge dans la brume;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rouge dans la brume;Mordillat, Gérard
Marelle - Julio Cortázar.epub;Cortázar, Julio;Marelle;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Marelle;Cortázar, Julio
Ce Cher Dexter - Jeff Lindsay.epub;Lindsay, Jeff;Ce Cher Dexter;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ce Cher Dexter;Lindsay, Jeff
Emma - Jane Austen.epub;Austen, Jane;Emma;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Emma;Austen, Jane
Midi - Cloe Korman.epub;Korman, Cloe;Midi;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Midi;Korman, Cloe
Pierrot Mon Ami - Raymond Queneau.epub;Queneau, Raymond;Pierrot Mon Ami;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pierrot Mon Ami;Queneau, Raymond
Transes - Christopher Sorrentino.epub;Sorrentino, Christopher;Transes;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Transes;Sorrentino, Christopher
Rouletabille chez Krupp - Gaston Leroux.epub;Leroux, Gaston;Rouletabille chez Krupp;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rouletabille chez Krupp;Leroux, Gaston
Cartes Postales de Grèce - Victoria Hislop.epub;Hislop, Victoria;Cartes Postales de Grèce;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cartes Postales de Grèce;Hislop, Victoria
Bonbons assortis - Michel Tremblay.epub;Tremblay, Michel;Bonbons assortis;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bonbons assortis;Tremblay, Michel
Fleurs de Paris - Michel Zévaco.epub;Zévaco, Michel;Fleurs de Paris;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fleurs de Paris;Zévaco, Michel
Ils m'ont menti - Daniel Pennac.epub;Pennac, Daniel;Ils m'ont menti;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ils m'ont menti;Pennac, Daniel
Avant de t'oublier - Rowan Coleman.epub;Coleman, Rowan;Avant de t'oublier;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Avant de t'oublier;Coleman, Rowan
Katia - Léon Tolstoï.epub;Tolstoï, Léon;Katia;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Katia;Tolstoï, Léon
No Home - Yaa Gyasi.epub;Gyasi, Yaa;No Home;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;No Home;Gyasi, Yaa
Madame Bovary - Mœurs De Province - Gustave Flaubert.epub;Flaubert, Gustave;Mœurs De Province;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mœurs De Province;Flaubert, Gustave
Elpénor - Jean Giraudoux.epub;Giraudoux, Jean;Elpénor;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Elpénor;Giraudoux, Jean
Electre à la Havane - Leonardo Padura.epub;Padura, Leonardo;Electre à la Havane;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Electre à la Havane;Padura, Leonardo
Chiquenaude - Raymond Roussel.epub;Roussel, Raymond;Chiquenaude;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Chiquenaude;Roussel, Raymond
Bad City Blues - Tim Willocks.epub;Willocks, Tim;Bad City Blues;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bad City Blues;Willocks, Tim
Image, L' - Samuel Beckett.epub;Samuel Beckett;Image, L';50;PROBABLE;R3: Auteur se termine par article défini;Image, L';Samuel Beckett
Je suis quelqu’un - Aminata Aidara.epub;Aidara, Aminata;Je suis quelqu’un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Je suis quelqu’un;Aidara, Aminata
Service de la reine - Anthony Hope.epub;Hope, Anthony;Service de la reine;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Service de la reine;Hope, Anthony
Transgressions - Vaiju Naravane.epub;Naravane, Vaiju;Transgressions;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Transgressions;Naravane, Vaiju
Fragment - Fahy Warren.epub;Warren, Fahy;Fragment;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fragment;Warren, Fahy
Jeux de mains - Ruth Rendell.epub;Rendell, Ruth;Jeux de mains;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Jeux de mains;Rendell, Ruth
Frères Sisters, Les - Patrick deWitt.epub;deWitt, Patrick;Frères Sisters, Les;50;PROBABLE;R3: Auteur se termine par article défini;Frères Sisters, Les;deWitt, Patrick
Long week-end - Joyce Maynard.epub;Maynard, Joyce;Long week-end;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Long week-end;Maynard, Joyce
Du sang sur Rome - Steven Saylor.epub;Saylor, Steven;Du sang sur Rome;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Du sang sur Rome;Saylor, Steven
Au revoir là-haut - Pierre Lemaitre.epub;Lemaitre, Pierre;Au revoir là-haut;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Au revoir là-haut;Lemaitre, Pierre
Automne allemand - S Dagerman.epub;Dagerman, S;Automne allemand;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Automne allemand;Dagerman, S
Canne de M. de Balzac, La - Delphine Gay Girardin (mme Emile De.).epub;Delphine Gay Girardin (mme Emile De.);Canne de M. de Balzac, La;50;PROBABLE;R3: Auteur se termine par article défini;Canne de M. de Balzac, La;Delphine Gay Girardin (mme Emile De.)
Claudius Bombarnac - Carnet de reporter - Jules Verne.epub;Verne, Jules;Carnet de reporter;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Carnet de reporter;Verne, Jules
Ténèbres - Francis Carco.epub;Carco, Francis;Ténèbres;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ténèbres;Carco, Francis
Madame Chrysanthème - Pierre Loti.epub;Loti, Pierre;Madame Chrysanthème;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Madame Chrysanthème;Loti, Pierre
Silence - Edgar Allan Poe.epub;Poe, Edgar Allan;Silence;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Silence;Poe, Edgar Allan
Poil de Carotte - Jules Renard.epub;Renard, Jules;Poil de Carotte;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Poil de Carotte;Renard, Jules
Moderato Cantabile - Marguerite Duras.epub;Duras, Marguerite;Moderato Cantabile;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Moderato Cantabile;Duras, Marguerite
Solidarité - Léon Bourgeois.epub;Bourgeois, Léon;Solidarité;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Solidarité;Bourgeois, Léon
À la ligne - Joseph Ponthus.epub;Ponthus, Joseph;À la ligne;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;À la ligne;Ponthus, Joseph
Rudi - Michel Houellebecq.epub;Houellebecq, Michel;Rudi;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rudi;Houellebecq, Michel
Trois baisers - Katherine Pancol.epub;Pancol, Katherine;Trois baisers;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Trois baisers;Pancol, Katherine
Petits suicides entre amis - Arto Paasilinna.epub;Paasilinna, Arto;Petits suicides entre amis;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Petits suicides entre amis;Paasilinna, Arto
Madame De Sade - Yukio. Mishima.epub;Mishima, Yukio.;Madame De Sade;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Madame De Sade;Mishima, Yukio.
Fay - Larry Brown.epub;Brown, Larry;Fay;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fay;Brown, Larry
Maladie, De La - Woolf, Virginia.epub;Maladie, De La;Woolf, Virginia;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Woolf, Virginia;Maladie, De La
L’Amant - Marguerite Duras.epub;Duras, Marguerite;L’Amant;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;L’Amant;Duras, Marguerite
Puits, Le - Repila, Iván.epub;Puits, Le;Repila, Iván;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Repila, Iván;Puits, Le
Twisted Tree - Kent Meyers.epub;Meyers, Kent;Twisted Tree;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Twisted Tree;Meyers, Kent
Moronga - Horacio Castellanos Moya.epub;Moya, Horacio Castellanos;Moronga;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Moronga;Moya, Horacio Castellanos
Walhalla - Clive Cussler.epub;Cussler, Clive;Walhalla;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Walhalla;Cussler, Clive
Littérature vagabonde - Jérôme Garcin.epub;Garcin, Jérôme;Littérature vagabonde;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Littérature vagabonde;Garcin, Jérôme
BURGRAVE, LES - Victor Hugo.epub;Hugo, Victor;BURGRAVE, LES;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;BURGRAVE, LES;Hugo, Victor
pléiades, Les - Arthur de Gobineau.epub;de Gobineau, Arthur;pléiades, Les;50;PROBABLE;R3: Auteur se termine par article défini;pléiades, Les;de Gobineau, Arthur
Avec les Alcooliques Anonymes - Joseph Kessel.epub;Kessel, Joseph;Avec les Alcooliques Anonymes;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Avec les Alcooliques Anonymes;Kessel, Joseph
Gai Savoir, Le - Friedrich Nietzsche.epub;Friedrich Nietzsche;Gai Savoir, Le;50;PROBABLE;R3: Auteur se termine par article défini;Gai Savoir, Le;Friedrich Nietzsche
